0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,Lime
0.565,0.455,0.17,0.9065,0.342,0.156,0.32,LimeGreen
0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,Linen
0.58,0.46,0.15,1.0165,0.491,0.221,0.265,Magenta
0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,Maroon
0.61,0.47,0.16,1.017,0.426,0.2255,0.32,MediumAquaMarine
0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,MediumBlue
0.565,0.39,0.125,0.744,0.352,0.13,0.1685,MediumOrchid
0.65,0.525,0.185,1.488,0.665,0.337,0.378,MediumPurple
0.38,0.235,0.1,0.258,0.1055,0.054,0.08,MediumSeaGreen
0.635,0.525,0.205,1.484,0.55,0.3115,0.43,MediumSlateBlue
0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,MediumSpringGreen
0.565,0.44,0.175,1.122,0.393,0.2,0.375,MediumTurquoise
0.39,0.29,0.09,0.2625,0.117,0.054,0.077,MediumVioletRed
0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,MidnightBlue
0.4,0.32,0.095,0.348,0.194,0.053,0.087,MintCream
0.695,0.55,0.205,2.173,1.133,0.4665,0.496,MistyRose
0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,Moccasin
0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,NavajoWhite
0.29,0.205,0.07,0.0975,0.036,0.019,0.035,Navy
0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,OldLace
0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,Olive
0.67,0.545,0.175,1.707,0.6995,0.387,0.575,OliveDrab
0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,Orange
0.56,0.41,0.165,0.93,0.3505,0.237,0.3,OrangeRed
0.395,0.29,0.095,0.3,0.158,0.068,0.078,Orchid
0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,PaleGoldenRod
0.74,0.535,0.185,1.65,0.734,0.4505,0.335,PaleGreen
0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,PaleTurquoise
0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,PaleVioletRed
0.37,0.275,0.085,0.2045,0.096,0.056,0.08,PapayaWhip
0.64,0.5,0.17,1.5175,0.693,0.326,0.409,PeachPuff
0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845,Peru
0.675,0.535,0.16,1.41,0.592,0.3175,0.42,Pink
0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,Plum
0.56,0.415,0.145,0.852,0.43,0.1885,0.205,PowderBlue
0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,Purple
0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,Red
0.4,0.315,0.105,0.287,0.1135,0.037,0.113,RosyBrown
0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,RoyalBlue
0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,SaddleBrown
0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,Salmon
0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,SandyBrown
0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,SeaGreen
0.38,0.285,0.1,0.2665,0.115,0.061,0.075,SeaShell
0.44,0.345,0.115,0.545,0.269,0.111,0.1305,Sienna
0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,Silver
0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,SkyBlue
0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,SlateBlue
0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,SlateGray
0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,Snow
0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,SpringGreen
0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,SteelBlue
0.655,0.55,0.18,1.274,0.586,0.281,0.365,Tan
0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,Teal
0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,Thistle
0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,Tomato
0.625,0.47,0.175,1.179,0.605,0.258,0.271,Turquoise
0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,Violet
0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,Wheat
0.5,0.385,0.12,0.516,0.197,0.1305,0.165,White
0.455,0.365,0.095,0.514,0.2245,0.101,0.15,WhiteSmoke
0.58,0.475,0.15,0.97,0.385,0.2165,0.35,Yellow
0.495,0.39,0.125,0.6655,0.284,0.162,0.2,YellowGreen
0.535,0.42,0.145,0.926,0.398,0.1965,0.25,RebeccaPurple
0.625,0.5,0.175,1.273,0.564,0.302,0.374,LightSalmon
0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,Salmon
0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,DarkSalmon
0.36,0.28,0.105,0.199,0.0695,0.045,0.08,LightCoral
0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,IndianRed
0.485,0.365,0.125,0.426,0.163,0.0965,0.151,Crimson
0.63,0.515,0.155,1.259,0.4105,0.197,0.41,FireBrick
0.625,0.485,0.17,1.437,0.5855,0.293,0.475,DarkRed
0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,Red
0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,Pink
0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,LightPink
0.505,0.405,0.16,0.6835,0.271,0.145,0.215,HotPink
0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,DeepPink
0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,MediumVioletRed
0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,PaleVioletRed
0.425,0.34,0.12,0.388,0.149,0.087,0.125,Coral
0.365,0.295,0.08,0.2555,0.097,0.043,0.1,Tomato
0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,OrangeRed
0.56,0.45,0.16,1.0235,0.429,0.268,0.3,DarkOrange
0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,Orange
0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,Gold
0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,Yellow
0.585,0.455,0.165,0.998,0.345,0.2495,0.315,LightYellow
0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,LemonChiffon
0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,LightGoldenRodYellow
0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,PapayaWhip
0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,Moccasin
0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,PeachPuff
0.675,0.54,0.21,1.593,0.686,0.318,0.45,PaleGoldenRod
0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,Khaki
0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,DarkKhaki
0.63,0.505,0.165,1.065,0.4595,0.216,0.315,Lavender
0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,Thistle
0.5,0.42,0.125,0.62,0.255,0.15,0.205,Plum
0.435,0.33,0.095,0.393,0.219,0.075,0.0885,Violet
0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,Orchid
0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,Fuchsia
0.32,0.25,0.08,0.1565,0.057,0.034,0.06,Magenta
0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,MediumOrchid
0.585,0.45,0.135,0.855,0.3795,0.187,0.26,MediumPurple
0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,RebeccaPurple
0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,BlueViolet
0.42,0.305,0.09,0.328,0.168,0.0615,0.082,DarkViolet
0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,DarkOrchid
0.495,0.375,0.15,0.597,0.2615,0.135,0.178,DarkMagenta
0.265,0.2,0.065,0.084,0.034,0.0105,0.03,Purple
0.275,0.195,0.065,0.106,0.054,0.02,0.028,Indigo
0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,SlateBlue
0.625,0.495,0.165,1.262,0.507,0.318,0.39,DarkSlateBlue
0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,MediumSlateBlue
0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,GreenYellow
0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,Chartreuse
0.35,0.25,0.07,0.18,0.0655,0.048,0.054,LawnGreen
0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,Lime
0.34,0.255,0.095,0.213,0.081,0.034,0.07,SpringGreen
0.59,0.485,0.12,0.911,0.39,0.182,0.29,MediumSpringGreen
0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,LightGreen
0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,PaleGreen
0.695,0.56,0.19,1.494,0.588,0.3425,0.485,DarkSeaGreen
0.355,0.29,0.09,0.3275,0.134,0.086,0.09,MediumSeaGreen
0.57,0.465,0.155,0.9685,0.446,0.261,0.255,SeaGreen
0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,ForestGreen
0.525,0.4,0.14,0.654,0.305,0.16,0.169,Green
0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,DarkGreen
0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,YellowGreen
0.28,0.205,0.07,0.1015,0.041,0.03,0.03,OliveDrab
0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,Olive
0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,DarkOliveGreen
0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,MediumAquaMarine
0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,DarkCyan
0.475,0.36,0.12,0.578,0.2825,0.12,0.17,Teal
0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,Aqua
0.485,0.38,0.15,0.605,0.2155,0.14,0.18,Cyan
0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,AliceBlue
0.325,0.25,0.055,0.166,0.076,0.051,0.045,AntiqueWhite
0.63,0.515,0.16,1.336,0.553,0.3205,0.35,Aqua
0.63,0.485,0.185,1.167,0.548,0.2485,0.34,Aquamarine
0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,Azure
0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,Beige
0.515,0.4,0.125,0.955,0.341,0.2535,0.26,Bisque
0.505,0.38,0.13,0.656,0.227,0.1785,0.22,Black
0.35,0.265,0.08,0.192,0.081,0.0465,0.053,BlanchedAlmond
0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,Blue
0.29,0.225,0.075,0.152,0.071,0.059,0.045,BlueViolet
0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,Brown
0.26,0.2,0.07,0.092,0.037,0.02,0.03,BurlyWood
0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,CadetBlue
0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,Chartreuse
0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,Chocolate
0.525,0.38,0.125,0.65,0.303,0.155,0.159,Coral
0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,CornflowerBlue
0.51,0.385,0.135,0.632,0.282,0.145,0.17,Cornsilk
0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,Crimson
0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,Cyan
0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,DarkBlue
0.64,0.5,0.165,1.1635,0.554,0.239,0.32,DarkCyan
0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,DarkGoldenRod
0.595,0.475,0.14,0.944,0.3625,0.189,0.315,DarkGray
0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,DarkGreen
0.375,0.29,0.1,0.219,0.0925,0.038,0.075,DarkKhaki
0.6,0.47,0.15,0.922,0.363,0.194,0.305,DarkMagenta
0.355,0.275,0.09,0.251,0.097,0.053,0.08,DarkOliveGreen
0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,DarkOrange
0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,DarkOrchid
0.71,0.54,0.165,1.959,0.7665,0.261,0.78,DarkRed
0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,DarkSalmon
0.495,0.375,0.14,0.494,0.181,0.0975,0.191,DarkSeaGreen
0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,DarkSlateBlue
0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,DarkSlateGray
0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,DarkTurquoise
0.655,0.525,0.18,1.402,0.624,0.2935,0.365,DarkViolet
0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,DeepPink
0.605,0.485,0.15,1.238,0.6315,0.226,0.33,DeepSkyBlue
0.58,0.45,0.235,1.071,0.3,0.206,0.395,DimGray
0.315,0.23,0.07,0.144,0.053,0.0305,0.04,DodgerBlue
0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,FireBrick
0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,FloralWhite
0.495,0.375,0.115,0.6245,0.282,0.143,0.155,ForestGreen
0.65,0.495,0.18,1.793,0.8005,0.339,0.53,Fuchsia
0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,Gainsboro
0.45,0.335,0.115,0.3935,0.195,0.071,0.11,GhostWhite
0.285,0.205,0.07,0.106,0.039,0.0285,0.034,Gold
0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,GoldenRod
0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,Gray
0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,Green
0.48,0.365,0.12,0.6015,0.312,0.117,0.14,GreenYellow
0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,HoneyDew
0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,HotPink
0.66,0.53,0.185,1.346,0.546,0.2705,0.476,IndianRed
0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,Indigo
0.57,0.45,0.155,0.91,0.326,0.1895,0.355,Ivory
0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,Khaki
0.59,0.475,0.155,0.9715,0.371,0.235,0.28,Lavender
0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,LavenderBlush
0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,LawnGreen
0.565,0.45,0.165,0.9765,0.322,0.244,0.37,LemonChiffon
0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,LightBlue
0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,LightCoral
0.275,0.2,0.07,0.096,0.037,0.0225,0.03,LightCyan
0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,LightGoldenRodYellow
0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,LightGray
0.45,0.335,0.125,0.349,0.119,0.1055,0.115,LightGreen
0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,LightPink
0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,LightSalmon
0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,LightSeaGreen
0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,LightSkyBlue
0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,LightSlateGray
0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,LightSteelBlue
0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,LightYellow
0.59,0.44,0.15,0.8725,0.387,0.215,0.245,Lime
0.57,0.48,0.175,1.185,0.474,0.261,0.38,LimeGreen
0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,Linen
0.48,0.39,0.125,0.6905,0.219,0.155,0.2,Magenta
0.5,0.4,0.13,0.6645,0.258,0.133,0.24,Maroon
0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,MediumAquaMarine
0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,MediumBlue
0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,MediumOrchid
0.41,0.3,0.1,0.301,0.124,0.069,0.09,MediumPurple
0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,MediumSeaGreen
0.515,0.385,0.11,0.5785,0.253,0.16,0.14,MediumSlateBlue
0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,MediumSpringGreen
0.59,0.45,0.145,1.022,0.428,0.268,0.265,MediumTurquoise
0.685,0.505,0.19,1.533,0.667,0.4055,0.41,MediumVioletRed
0.55,0.465,0.15,1.082,0.3575,0.194,0.19,MidnightBlue
0.49,0.38,0.125,0.549,0.245,0.1075,0.174,MintCream
0.36,0.27,0.09,0.232,0.12,0.0435,0.056,MistyRose
0.56,0.435,0.135,0.72,0.329,0.103,0.251,Moccasin
0.605,0.485,0.16,1.201,0.417,0.2875,0.38,NavajoWhite
0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,Navy
0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,OldLace
0.31,0.225,0.075,0.155,0.065,0.037,0.0365,Olive
0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,OliveDrab
0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,Orange
0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,OrangeRed
0.6,0.48,0.155,1.014,0.451,0.1885,0.325,Orchid
0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,PaleGoldenRod
0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,PaleGreen
0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,PaleTurquoise
0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,PaleVioletRed
0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,PapayaWhip
0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,PeachPuff
0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,Peru
0.585,0.455,0.155,1.133,0.5515,0.223,0.305,Pink
0.65,0.52,0.155,1.368,0.6185,0.288,0.365,Plum
0.485,0.375,0.14,0.521,0.2,0.123,0.17,PowderBlue
0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,Purple
0.645,0.5,0.2,1.4285,0.639,0.305,0.36,Red
0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,RosyBrown
0.65,0.515,0.215,1.498,0.564,0.323,0.425,RoyalBlue
0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,SaddleBrown
0.62,0.495,0.175,1.806,0.643,0.3285,0.725,Salmon
0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,SandyBrown
0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,SeaGreen
0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,SeaShell
0.255,0.195,0.065,0.08,0.0315,0.018,0.027,Sienna
0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,Silver
0.5,0.385,0.145,0.7615,0.246,0.195,0.204,SkyBlue
0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,SlateBlue
0.62,0.475,0.185,1.325,0.6045,0.325,0.33,SlateGray
0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,Snow
0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,SpringGreen
0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,SteelBlue
0.38,0.275,0.1,0.2255,0.08,0.049,0.085,Tan
0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,Teal
0.515,0.395,0.125,0.556,0.2695,0.096,0.17,Thistle
0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,Tomato
0.535,0.42,0.145,0.791,0.33,0.189,0.25,Turquoise
0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,Violet
0.55,0.45,0.155,0.7895,0.343,0.159,0.25,Wheat
0.7,0.545,0.13,1.556,0.6725,0.374,0.195,White
0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,WhiteSmoke
0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,Yellow
0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,YellowGreen
0.58,0.45,0.15,0.927,0.276,0.1815,0.36,RebeccaPurple
0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,LightSalmon
0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,Salmon
0.51,0.4,0.125,0.545,0.261,0.115,0.1385,DarkSalmon
0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,LightCoral
0.565,0.455,0.15,0.9795,0.444,0.205,0.275,IndianRed
0.555,0.455,0.18,0.958,0.296,0.195,0.39,Crimson
0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,FireBrick
0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,DarkRed
0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,Red
0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,Pink
0.43,0.33,0.095,0.34,0.1315,0.085,0.112,LightPink
0.515,0.42,0.135,0.711,0.337,0.144,0.205,HotPink
0.55,0.445,0.11,0.7935,0.378,0.142,0.26,DeepPink
0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,MediumVioletRed
0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,PaleVioletRed
0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,Coral
0.465,0.34,0.11,0.346,0.1425,0.073,0.113,Tomato
0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,OrangeRed
0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,DarkOrange
0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,Orange
0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,Gold
0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,Yellow
0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,LightYellow
0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,LemonChiffon
0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,LightGoldenRodYellow
0.265,0.205,0.07,0.1055,0.039,0.041,0.035,PapayaWhip
0.255,0.185,0.07,0.075,0.028,0.018,0.025,Moccasin
0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,PeachPuff
0.5,0.4,0.13,0.7715,0.37,0.16,0.211,PaleGoldenRod
0.63,0.48,0.16,1.199,0.5265,0.335,0.315,Khaki
0.68,0.54,0.155,1.534,0.671,0.379,0.384,DarkKhaki
